DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_timestamp,Year,Wildfire Event
200218284,12/06/2020 12:00:00 AM,2020-12-06,1130,2,Rampart,246,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344 0352 2032 1202,63,F,H,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,600 S  ALVARADO                     ST,,34.0593,-118.275,2020-12-06 11:30:00,2020,1
201016033,12/13/2020 12:00:00 AM,2020-12-13,1250,10,West Valley,1028,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,63,M,A,101.0,STREET,,,IC,Invest Cont,440.0,,,,HAYVENHURST                  AV,VANOWEN                      ST,34.1939,-118.4924,2020-12-13 12:50:00,2020,1
200321508,12/10/2020 12:00:00 AM,2020-12-02,2200,3,Southwest,356,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3500 S  WESTERN                      AV,,34.0237,-118.3089,2020-12-02 22:00:00,2020,1
200321366,12/07/2020 12:00:00 AM,2020-12-07,1600,3,Southwest,377,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3900 S  NORMANDIE                    AV,,34.0152,-118.3002,2020-12-07 16:00:00,2020,1
200218258,12/05/2020 12:00:00 AM,2020-12-05,2230,2,Rampart,246,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 0444 0408 2002 2001,29,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,300 S  WESTLAKE                     AV,,34.0608,-118.2726,2020-12-05 22:30:00,2020,1
200321705,12/14/2020 12:00:00 AM,2020-12-13,1300,3,Southwest,396,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,4100    MENLO                        AV,,34.0092,-118.29,2020-12-13 13:00:00,2020,1
200122015,12/06/2020 12:00:00 AM,2020-12-06,1730,1,Central,127,1,480,BIKE - STOLEN,0344 1218 2032 1822,50,M,H,102.0,SIDEWALK,,,IC,Invest Cont,480.0,,,,1ST                          ST,SAN PEDRO,34.0507,-118.2414,2020-12-06 17:30:00,2020,1
200218535,12/13/2020 12:00:00 AM,2020-12-12,2230,2,Rampart,235,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,ALVARADO,COURT,34.0677,-118.2731,2020-12-12 22:30:00,2020,1
200415936,12/14/2020 12:00:00 AM,2020-12-11,1415,4,Hollenbeck,442,1,330,BURGLARY FROM VEHICLE,0344 1302 0329,0,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,1000 N  MISSION                      RD,,34.059,-118.2164,2020-12-11 14:15:00,2020,1
200415858,12/11/2020 12:00:00 AM,2020-12-11,2230,4,Hollenbeck,416,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 1407 1100,38,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,251.0,998.0,,,2900    LINCOLN PARK                 AV,,34.0796,-118.2029,2020-12-11 22:30:00,2020,1
200218578,12/13/2020 12:00:00 AM,2020-12-12,800,2,Rampart,249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1307 0329,51,F,O,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,BIXEL                        ST,4TH                          ST,34.0567,-118.2604,2020-12-12 08:00:00,2020,1
201116348,12/05/2020 12:00:00 AM,2020-12-02,2200,11,Northeast,1129,1,330,BURGLARY FROM VEHICLE,0344 1307,29,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,BRIDEWELL,HOUGH,34.1169,-118.1706,2020-12-02 22:00:00,2020,1
200122376,12/14/2020 12:00:00 AM,2020-12-14,825,1,Central,111,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,800    CLEVELAND                    ST,,34.0635,-118.2416,2020-12-14 08:25:00,2020,1
200518043,12/21/2020 12:00:00 AM,2020-12-11,800,5,Harbor,521,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329,0,X,X,710.0,OTHER PREMISE,,,IC,Invest Cont,740.0,,,,CHANNEL                      AV,GAFFEY                       ST,33.7538,-118.2923,2020-12-11 08:00:00,2020,1
200619237,12/13/2020 12:00:00 AM,2020-12-12,1200,6,Hollywood,663,1,310,BURGLARY,0344 1822 1501 0329 1602 0321,32,M,W,221.0,PUBLIC STORAGE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,6800    SANTA MONICA                 BL,,34.0907,-118.3393,2020-12-12 12:00:00,2020,1
200817452,12/11/2020 12:00:00 AM,2020-12-11,406,8,West LA,884,1,310,BURGLARY,1420 0358 1609 0344 1822 0206,0,X,X,202.0,LIQUOR STORE,,,IC,Invest Cont,310.0,,,,11300 W  PICO                         BL,,34.0349,-118.4393,2020-12-11 04:06:00,2020,1
200717082,12/14/2020 12:00:00 AM,2020-12-09,1200,7,Wilshire,726,1,310,BURGLARY,1822 0344,23,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,100 N  LA BREA                      AV,,34.0726,-118.3463,2020-12-09 12:00:00,2020,1
201016165,12/17/2020 12:00:00 AM,2020-12-16,740,10,West Valley,1008,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,16600    VALERIO                      ST,,34.2048,-118.4957,2020-12-16 07:40:00,2020,1
201001031,12/06/2020 12:00:00 AM,2020-12-06,1930,10,West Valley,1061,2,624,BATTERY - SIMPLE ASSAULT,0429 1300 0400 0444 1402 1202 1822,69,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,,,19600    VENTURA                      BL,,34.1728,-118.5603,2020-12-06 19:30:00,2020,1
200716799,12/06/2020 12:00:00 AM,2020-12-06,1730,7,Wilshire,755,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,59,F,W,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,1300    MASSELIN                     AV,,34.0497,-118.3582,2020-12-06 17:30:00,2020,1
200218968,12/24/2020 12:00:00 AM,2020-12-10,1700,2,Rampart,245,2,354,THEFT OF IDENTITY,0100 1822 1210,57,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,2400    OCEAN VIEW                   AV,,34.0627,-118.2769,2020-12-10 17:00:00,2020,1
200122148,12/09/2020 12:00:00 AM,2020-12-08,800,1,Central,135,2,354,THEFT OF IDENTITY,0377 0923,47,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,300 S  SPRING                       ST,,34.0496,-118.2476,2020-12-08 08:00:00,2020,1
201225902,12/07/2020 12:00:00 AM,2020-12-06,1500,12,77th Street,1273,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1400 W  87TH                         ST,,33.959,-118.3007,2020-12-06 15:00:00,2020,1
200817500,12/11/2020 12:00:00 AM,2020-12-11,119,8,West LA,893,2,946,OTHER MISCELLANEOUS CRIME,1822,53,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946.0,,,,2500 S  SEPULVEDA                    BL,,34.0348,-118.4339,2020-12-11 01:19:00,2020,1
200321610,12/12/2020 12:00:00 AM,2020-12-12,1005,3,Southwest,391,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1822 1100 0450 1309 0334 0302 1407,42,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,4100    HILLCREST                    DR,,34.0102,-118.3497,2020-12-12 10:05:00,2020,1
200619016,12/08/2020 12:00:00 AM,2020-12-08,615,6,Hollywood,642,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0421,48,F,H,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,CURSON,SUNSET,34.098,-118.355,2020-12-08 06:15:00,2020,1
201015881,12/09/2020 12:00:00 AM,2020-12-07,1500,10,West Valley,1023,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329 1820 1420,35,F,H,507.0,CONDOMINIUM/TOWNHOUSE,,,AO,Adult Other,745.0,,,,18900    SHERMAN                      WY,,34.201,-118.5455,2020-12-07 15:00:00,2020,1
200122062,12/07/2020 12:00:00 AM,2020-12-06,1830,1,Central,139,2,624,BATTERY - SIMPLE ASSAULT,0319 0305 0444 0429 0416 1822,28,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,700 E  3RD                          ST,,34.0455,-118.2379,2020-12-06 18:30:00,2020,1
201001035,12/09/2020 12:00:00 AM,2020-12-09,1230,10,West Valley,1028,1,210,ROBBERY,1822 2004 0444 1202 0344 0202 1420 1414 0363 0429,74,F,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,,,6700    HAYVENHURST                  AV,,34.1939,-118.4967,2020-12-09 12:30:00,2020,1
200517367,12/02/2020 12:00:00 AM,2020-12-02,2155,5,Harbor,563,2,901,VIOLATION OF RESTRAINING ORDER,1309 2038 2000 1814,32,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901.0,,,,600 W  12TH                         ST,,33.7333,-118.2906,2020-12-02 21:55:00,2020,1
200321408,12/07/2020 12:00:00 AM,2020-12-07,1010,3,Southwest,391,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,47,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,LA CIENEGA,FAIRFAX,34.0067,-118.3515,2020-12-07 10:10:00,2020,1
200619337,12/16/2020 12:00:00 AM,2020-12-15,1,6,Hollywood,648,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,5500    HOLLYWOOD                    BL,,34.1017,-118.31,2020-12-15 00:01:00,2020,1
200101159,12/12/2020 12:00:00 AM,2020-12-12,10,1,Central,162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0447 0401 0913 2002 1206 1414,29,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,800 S  HILL                         ST,,34.0462,-118.2585,2020-12-12 00:10:00,2020,1
200321323,12/05/2020 12:00:00 AM,2020-12-05,1504,3,Southwest,393,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0359 0319 0443 1310 1309,30,F,B,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,4TH                          AV,VERNON                       AV,34.0074,-118.329,2020-12-05 15:04:00,2020,1
200619008,12/08/2020 12:00:00 AM,2020-12-04,1050,6,Hollywood,642,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2032,25,F,W,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,HOLLYWOOD,COURTNEY,34.1017,-118.3572,2020-12-04 10:50:00,2020,1
201015891,12/09/2020 12:00:00 AM,2020-12-09,1200,10,West Valley,1049,2,624,BATTERY - SIMPLE ASSAULT,0400 1822 1414 1420 2004,56,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,WOODLEY                      AV,VICTORY                      BL,34.1866,-118.4836,2020-12-09 12:00:00,2020,1
201116639,12/14/2020 12:00:00 AM,2020-12-14,630,11,Northeast,1145,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0913 1813 1821 2000 1300,47,F,H,110.0,FREEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,GLENDALE                     FY,GOLDEN STATE                 FY,34.1024,-118.2546,2020-12-14 06:30:00,2020,1
200121995,12/06/2020 12:00:00 AM,2020-12-05,1900,1,Central,157,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402 1822,29,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,998.0,,,700 E  6TH                          ST,,34.041,-118.2433,2020-12-05 19:00:00,2020,1
201015865,12/09/2020 12:00:00 AM,2020-12-07,1800,10,West Valley,1061,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,19100    VENTURA                      BL,,34.1726,-118.5522,2020-12-07 18:00:00,2020,1
200218310,12/07/2020 12:00:00 AM,2020-12-05,1745,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,AO,Adult Other,510.0,,,,1000    WILSHIRE                     BL,,34.0519,-118.2624,2020-12-05 17:45:00,2020,1
200517364,12/02/2020 12:00:00 AM,2020-12-02,1900,5,Harbor,563,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0448 0400 1821,34,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1000 W  13TH                         ST,,33.7325,-118.2995,2020-12-02 19:00:00,2020,1
200218333,12/07/2020 12:00:00 AM,2020-12-07,1700,2,Rampart,251,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0432 0400 1240 0913,25,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,434.0,626.0,,,WILSHIRE,RAMPART,34.0609,-118.2823,2020-12-07 17:00:00,2020,1
200716844,12/06/2020 12:00:00 AM,2020-12-06,1400,7,Wilshire,724,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,39,M,F,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,100    THE GROVE                    DR,,34.0747,-118.3563,2020-12-06 14:00:00,2020,1
201225715,12/03/2020 12:00:00 AM,2020-12-03,2230,12,77th Street,1235,2,624,BATTERY - SIMPLE ASSAULT,0447 0913 0416,63,F,B,514.0,GROUP HOME,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,1200 W  59TH                         PL,,33.9867,-118.2965,2020-12-03 22:30:00,2020,1
201226451,12/15/2020 12:00:00 AM,2020-12-15,755,12,77th Street,1269,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1402 1407 0430 1822 1309 0906,21,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,400 E  82ND                         ST,,33.9646,-118.2673,2020-12-15 07:55:00,2020,1
200517611,12/09/2020 12:00:00 AM,2020-12-04,2000,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 S  MEYLER                       ST,,33.7321,-118.295,2020-12-04 20:00:00,2020,1
200415824,12/11/2020 12:00:00 AM,2020-12-10,2100,4,Hollenbeck,469,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3400 E  5TH                          ST,,34.0322,-118.1975,2020-12-10 21:00:00,2020,1
201225683,12/03/2020 12:00:00 AM,2020-12-03,300,12,77th Street,1267,1,330,BURGLARY FROM VEHICLE,1307 0329 0344,20,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,8300 S  HOOVER                       ST,,33.9635,-118.2871,2020-12-03 03:00:00,2020,1
200517768,12/13/2020 12:00:00 AM,2020-12-13,300,5,Harbor,522,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0444 1206 1813 2000 2002,31,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,600 N  WILMINGTON                   BL,,33.7764,-118.2739,2020-12-13 03:00:00,2020,1
201226513,12/16/2020 12:00:00 AM,2020-12-16,1220,12,77th Street,1253,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1100 1300 1402,19,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,250.0,,,,77TH                         ST,GRAMERCY                     PL,33.97,-118.3134,2020-12-16 12:20:00,2020,1
200800873,12/02/2020 12:00:00 AM,2020-12-02,1030,8,West LA,809,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0450 0913 1100 1407 1810,25,M,H,118.0,CONSTRUCTION SITE,103.0,RIFLE,AA,Adult Arrest,230.0,998.0,,,1700    COLDWATER CANYON             DR,,34.1021,-118.4061,2020-12-02 10:30:00,2020,1
200918039,12/04/2020 12:00:00 AM,2020-12-03,1630,9,Van Nuys,904,2,625,OTHER ASSAULT,0356,32,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625.0,,,,15000    SATICOY                      ST,,34.2085,-118.4597,2020-12-03 16:30:00,2020,1
200817379,12/09/2020 12:00:00 AM,2020-12-06,1615,8,West LA,892,1,330,BURGLARY FROM VEHICLE,0344 0346,28,M,C,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,2400    BUTLER                       AV,,34.0313,-118.4395,2020-12-06 16:15:00,2020,1
201015797,12/06/2020 12:00:00 AM,2020-12-06,1830,10,West Valley,1041,1,310,BURGLARY,0344 1822 1606 0314,39,M,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,310.0,,,,5700    DONNA                        AV,,34.1745,-118.5475,2020-12-06 18:30:00,2020,1
200817213,12/05/2020 12:00:00 AM,2020-12-05,1000,8,West LA,841,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1400 S  BUNDY                        DR,,34.0419,-118.4648,2020-12-05 10:00:00,2020,1
200818050,12/30/2020 12:00:00 AM,2020-12-16,1700,8,West LA,849,1,330,BURGLARY FROM VEHICLE,1822 0344,32,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,1000 S  WOOSTER                      ST,,34.0571,-118.3825,2020-12-16 17:00:00,2020,1
200717033,12/13/2020 12:00:00 AM,2020-12-12,2020,7,Wilshire,753,1,320,"BURGLARY, ATTEMPTED",1601,47,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,1200 S  GENESEE                      AV,,34.0538,-118.3622,2020-12-12 20:20:00,2020,1
200321636,12/12/2020 12:00:00 AM,2020-12-12,400,3,Southwest,333,1,210,ROBBERY,0344 0370 0448 1309 1822,35,F,B,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,CRENSHAW                     BL,JEFFERSON                    BL,34.0256,-118.3351,2020-12-12 04:00:00,2020,1
201116330,12/05/2020 12:00:00 AM,2020-12-04,2200,11,Northeast,1124,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3400    CHAPMAN                      ST,,34.1219,-118.2429,2020-12-04 22:00:00,2020,1
200121889,12/03/2020 12:00:00 AM,2020-12-03,1550,1,Central,153,1,210,ROBBERY,0443 0334 0342 1402 0913 0448 0416 0344,24,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",513.0,STUN GUN,IC,Invest Cont,210.0,998.0,,,200 W  7TH                          ST,,34.0467,-118.252,2020-12-03 15:50:00,2020,1
200817169,12/04/2020 12:00:00 AM,2020-12-02,1030,8,West LA,826,2,662,"BUNCO, GRAND THEFT",0701 0800 0344 1822,59,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,12100    SAN VICENTE                  BL,,34.052,-118.4742,2020-12-02 10:30:00,2020,1
201301153,12/05/2020 12:00:00 AM,2020-12-05,2120,13,Newton,1344,1,251,SHOTS FIRED AT INHABITED DWELLING,1822 0329 0432,70,F,H,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,251.0,,,,800 E  42ND                         ST,,34.0075,-118.2643,2020-12-05 21:20:00,2020,1
201116638,12/14/2020 12:00:00 AM,2020-12-14,1110,11,Northeast,1128,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 0913 1810,58,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,6200    SAYLIN                       LN,,34.1225,-118.1827,2020-12-14 11:10:00,2020,1
200321740,12/14/2020 12:00:00 AM,2020-12-14,1205,3,Southwest,355,1,210,ROBBERY,0344 0416 0446 1309 1822,38,M,H,247.0,CAR WASH,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,3400 S  WESTERN                      AV,,34.0219,-118.3133,2020-12-14 12:05:00,2020,1
201015726,12/04/2020 12:00:00 AM,2020-12-04,1900,10,West Valley,1025,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VANOWEN                      ST,CANBY                        AV,34.1938,-118.5347,2020-12-04 19:00:00,2020,1
200517312,12/02/2020 12:00:00 AM,2020-12-02,1,5,Harbor,567,2,946,OTHER MISCELLANEOUS CRIME,1309,0,M,O,101.0,STREET,,,IC,Invest Cont,946.0,,,,MESA                         ST,17TH                         ST,33.7288,-118.2858,2020-12-02 00:01:00,2020,1
200122295,12/12/2020 12:00:00 AM,2020-12-12,1530,1,Central,148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 1309 1313 0446 0416 0445 1268,24,M,W,101.0,STREET,312.0,PIPE/METAL PIPE,IC,Invest Cont,230.0,,,,5TH,CROCKER,34.0435,-118.2427,2020-12-12 15:30:00,2020,1
201116605,12/13/2020 12:00:00 AM,2020-12-13,1600,11,Northeast,1113,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,51,M,O,406.0,OTHER STORE,,,IC,Invest Cont,440.0,,,,2700    COLORADO                     BL,,34.1425,-118.2239,2020-12-13 16:00:00,2020,1
200218139,12/03/2020 12:00:00 AM,2020-12-02,1800,2,Rampart,235,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,BEVERLY                      BL,LAKE,34.0671,-118.2714,2020-12-02 18:00:00,2020,1
200619145,12/11/2020 12:00:00 AM,2020-12-09,815,6,Hollywood,632,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,36,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,8800    APPIAN                       WY,,34.108,-118.38,2020-12-09 08:15:00,2020,1
200918232,12/08/2020 12:00:00 AM,2020-12-08,1200,9,Van Nuys,935,2,624,BATTERY - SIMPLE ASSAULT,0416 0446,40,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,14200    CALVERT                      ST,,34.1817,-118.4422,2020-12-08 12:00:00,2020,1
200321743,12/14/2020 12:00:00 AM,2020-12-09,1300,3,Southwest,328,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,27,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,2700    PORTLAND                     ST,,34.0294,-118.2831,2020-12-09 13:00:00,2020,1
200218525,12/12/2020 12:00:00 AM,2020-12-12,1000,2,Rampart,217,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 N  ALVARADO                     ST,,34.0738,-118.2658,2020-12-12 10:00:00,2020,1
201301156,12/11/2020 12:00:00 AM,2020-12-10,1945,13,Newton,1377,1,210,ROBBERY,0334 1402 0302 0400 0344 1822,30,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,210.0,998.0,,,SLAUSON                      AV,HOLMES                       AV,33.9892,-118.2412,2020-12-10 19:45:00,2020,1
201015991,12/12/2020 12:00:00 AM,2020-12-11,1930,10,West Valley,1028,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1606 0329 1414,43,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,16500    VANOWEN                      ST,,34.1939,-118.493,2020-12-11 19:30:00,2020,1
200918107,12/05/2020 12:00:00 AM,2020-12-04,1430,9,Van Nuys,969,1,510,VEHICLE - STOLEN,,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,12600    RIVERSIDE                    DR,,34.1576,-118.4062,2020-12-04 14:30:00,2020,1
200122099,12/08/2020 12:00:00 AM,2020-12-08,1140,1,Central,155,2,624,BATTERY - SIMPLE ASSAULT,1822 1000 0416 0305,35,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH,LOS ANGELES,34.0446,-118.249,2020-12-08 11:40:00,2020,1
200321271,12/04/2020 12:00:00 AM,2020-12-04,1630,3,Southwest,397,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0359 0432 1266 0216 0209 1309,38,M,B,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,4000 S  VERMONT                      AV,,34.0073,-118.298,2020-12-04 16:30:00,2020,1
201016087,12/14/2020 12:00:00 AM,2020-12-12,450,10,West Valley,1061,1,310,BURGLARY,0344 1601 1822 0216 1420,0,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,19500    VENTURA                      BL,,34.1728,-118.5578,2020-12-12 04:50:00,2020,1
200122184,12/09/2020 12:00:00 AM,2020-12-09,1200,1,Central,139,1,480,BIKE - STOLEN,1251 0344 1822,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480.0,,,,600 E  2ND                          ST,,34.0472,-118.2371,2020-12-09 12:00:00,2020,1
